Kód,Název,kampaně,Výrobce,Kód dodavatele,Sekce,Anotace,Popis,Parametry,Fotografie,Sazba DPH,cena bez DPH [Kč],cena s DPH [Kč],sleva [%],cena pro slevu,cena po slevě bez DPH [Kč],cena po slevě s DPH [Kč],skladem [ks],Dostupnost,záruka [měs.],Zobrazovat ve srovnávačích,cena za proklik [Kč],Kód EAN,Počet prodaných kusů,ID produktu,SEO Titulek,SEO Popis,Přílohy,Hmotnost,Šířka,Výška,Hloubka,Datum vytvoření,Viditelné - produkt,Viditelné - varianta,Varianta: Odstín BB,Varianta: Odstín tužka,Varianta: Odstín rtěnka 80408,Varianta: Odstín rtěnka 80409,Varianta: Dětský kartáček,Varianta: Kartáček ProDental,Varianta: Tužka na oči a obočí,Varianta: Rtěnka Cushion,Varianta: Tonální přípravek Cushion,Varianta: Tužka na obočí,Varianta: Ovocný balzám na rty,Varianta: Odstín pudru,Varianta: Počet kusů,Parametr: Akce,Parametr: Maximální koupitelný počet,Parametr: Min Limit,Parametr: Poměr základní,Parametr: Poměr ND,Parametr: Poměr D,Parametr: Typ vlasů,Parametr: Typ pleti,Parametr: Typ vložek,Parametr: Použití krému,Parametr: Vady pleti,Parametr: Objem,Parametr: Kusy,Parametr: Aktivní složky,Parametr: Neposílat do GEIS,Parametr: Emailový kurz,Parametr: Reálná hmotnost,Parametr: Pořadí v novinkách,Parametr: Doporučený věk,Parametr: Rádce s péčí o pleť,Parametr: Produktová řada,Parametr: Min Limit SK,Fotografie 1,Fotografie 2,Fotografie 3,Fotografie 4,Fotografie 5,Fotografie 6
33706,Tělové mléko s vůní ranní kávy,,,,Tělo,,"<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p itemprop=""description"" style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Tělový krém soufflé pomáhá obnovit optimální úroveň hydratace po sprchování, eliminuje pocit stažení a sucha. Vůně kávy povzbuzuje.</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Naneste na pleť ráno a/nebo večer po sprchování.</p>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""><span class=""obyom-p"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:40px; margin:0px; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">Váha: 240 g</span></p>
</div>","<div>Produktová řada TianDe Dolce Vita v sobě ukrývá sprchové gely, které <strong>mají krémovou texturu a bohatě pění</strong>. Každé ráno i večer hydratují vaši pokožku a sprchování vám zpříjemní svěží vůně. </div>",,21,"197,52","239,00",0,"167,892","197,5207",239,0,,,Y,,,,60,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14707,Bylinný zábal „Modelování postavy“,WMS,,,Tělo,"Spa procedura přímo u Vás doma, po které bude pokožka pevnější a pružnější! Viditelný liftingový efekt: pokožka je pružnější a vypnutá, snižuje objem problémových partií a projevy celulitidy jsou méně výrazné. Tento zábal pomáhá v boji proti celulitidě, striím a ztrátě elasticity pokožky.","<div><strong>Proměň se ve štíhlou dívku</strong></div>

<div> </div>

<div>Spa procedura přímo u Vás doma, po které bude<strong> pokožka pevnější a pružnější</strong>! Viditelný liftingový efekt: pokožka je pružnější a vypnutá, snižuje objem problémových partií a projevy celulitidy jsou méně výrazné. Tento zábal pomáhá <strong>v boji proti celulitidě, striím a ztrátě elasticity pokožky</strong>.</div>

<div> </div>","<p><strong>Jak používat</strong>: Obsah balení zalijte horkou vodu, rozmíchejte na kašičku, nechte vylouhovat 5-10 minut, aplikujte na problémová místa v oblasti stehen, hýždí, břicha, zabalte do folie. Po 20-25 minutách opláchněte.</p>",,21,"123,97","150,00",0,"86,7768","123,9669",150,9,,,Y,,4650061390587,1660,61,,,,"0,02",,,,01/01/2023,Y,,,,,,,,,,,,,,,,,10,,,,,,,,,,1,"Alginátové,Borůvky,Čepelatka japonská,Jitrocel kopinatý,Kamélie,Kopřiva dvoudomá,Zázvor",,,22,,,,Pro Botanic,10,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p3110.jpeg,https://www.kralovstvi-tiande.cz/data/photos/2023/11/p3111.png,,,,
32506,Fytosůl do koupele proti celulitidě,,,,,,"<div>Sůl má drenážní, regenerační a obnovující vlastnosti. Pomáhá odstraňovat „pomerančovou kůži“, zbavit se přebytečné tekutiny. Získejte postavu snů.</div>",,,21,"62,81","76,00",0,"62,81","62,8099",76,0,,,Y,,,,62,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32503,Transdermální modelující náplast pro štíhlou postavu,,,,,,"<div>Náplast účinkuje proti celulitidě, přispívá k redukci objemu těla, výborné dohromady se solnou gomáží ze zázvoru. Získejte postavu snů!</div>",,,21,"96,69","116,99",0,"96,69","96,686","116,99",0,,,Y,,,,63,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32507,Solný scrub ze zázvoru proti celulitidě,,,,,,"<div>Extrakt ze zázvoru má vynikající peelingové a anticelulitidní vlastnosti. Odstraňuje ochablost pokožky, zpevňuje jí a tonizuje. Získejte postavu snů.</div>",,,21,"309,09","374,00",0,"309,09","309,0909",374,0,,,Y,,,,64,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30255,Tělová maska s vulkanickým popelem,,,,Tělo/Masky,,"<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p itemprop=""description"" style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Má vysokou čisticí schopnost, vypíná a omlazuje pokožku, zlepšuje krevní oběh v tkáních. Vulkanický popel účinně odstraňuje toxiny, absorbuje nečistoty a dokonale čistí póry, pomáhá aktivovat látkovou výměnu, obnovuje tonus pleti, posiluje její strukturu.<br style=""OUTLINE-WIDTH: medium !important; OUTLINE-STYLE: none !important; OUTLINE-COLOR: invert !important"" />
<br style=""OUTLINE-WIDTH: medium !important; OUTLINE-STYLE: none !important; OUTLINE-COLOR: invert !important"" />
Kombinace vulkanického popela s přírodním bambuckým máslem a jojobovým olejem, tokoferolem (vitamin E) a kyselinou hyaluronovou zajišťuje hloubkové čištění pokožky a spolu s ním také výživu a hydrataci.</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Naneste na celé tělo, masírujte po dobu 3 až 5 minut, poté opláchněte vodou.</p>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""><span class=""obyom-p"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:40px; margin:0px; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">Váha: 80 g</span></p>
</div>","<div>Produktová řada Spa Technology vychází z těch nejlepších lázeňských tradic. Ve složení najdete<strong> perlový prášek, hydrolyzované hedvábí, zelený čaj a mořské řasy</strong>. Tyto výrobky jsou určené <strong>pro účinnou hydrataci pleti a boj proti celulitidě</strong>. Dopřejte své pokožce svěžest během mytí i následné péče. Účinky kosmetiky zesílí čistící houbičky a rukavice.</div>",,21,"66,12","80,00",0,"56,1978","66,1157",80,0,,,Y,,,,65,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50242,"Modelovací maska na poprsí „Mořské řasy“ - 2,2 bodu",,,,,,"<div>Modelovací maska na poprsí „Mořské řasy“ z řady SPA technology Efektivní nástroj pro modelování postavy. Vyvážený komplex rostlinných výtažků aktivně stimuluje regeneraci buněk, vyživuje, omlazuje, podporuje tvorbu kolagenu, zabraňuje vzniku strií. Maska má silný liftingový účinek a pomáhá zachovat formu prsů. Výsledek: pokožka prsů se stává hladkou a pružnou. POUŽITÍ: Aplikujte masku na prsa a nechte působit 10-15 minut. Doporučuje se používat 2 krát týdně po dobu jednoho měsíce. BALENÍ: 1 kus</div>",,,21,"65,70","79,50",0,"65,7","65,7025","79,5",0,,,Y,,,,66,,,,0,,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,"0,0,0","0,0,0",,1,0,,,,,,0,,,,,,
50241,Modelovací maska na břicho Mořské řasy,,,,,,"<div>Snižuje množství podkožního tuku, pomáhá vyhladit strie, dodává tělu pružnsot. Získejte postavu snů!</div>",,,21,"55,87","67,60",0,"55,87","55,8678","67,6",0,,,Y,,,,67,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14706,Maska na nohy a ruce - první pomoc pro suchou kůži,,,,Tělo,,"<p>100% přírodní komplex z řas, modrého jílu a drcených bylin, určený k přípravě pečujících koupelí. Ideální prostředek k ošetření suché, olupující se a podrážděné pokožky na chodidlech a na rukou. Ošetření spa bylinným komplexem se doporučuje před manikúrou a pedikúrou. Toto ošetření pomůže očistit a napařit pokožku, která se tak stane měkkou a hydratovanou. Tento její stav umožní snadno odstranit nehtovou kůžičku, mozoly a kuří oka. Výsledek: jemná, hedvábná, dobře hydratovaná pokožka bez olupování, prasklin a podráždění, viditelný efekt omlazení a regenerace.</p>","<div><strong>Rozmazlujte své tělo a obličej</strong> maskami Pro Botanic. Tato produktová řada v sobě skrývá <strong>výtažky ze zázvoru, altajských bylin, zeleného čaje, kopřiv, heřmánku nebo meduňky</strong>. Produkty vám pomůžou s:</div>

<div> </div>

<div>
<ul>
	<li>modelováním postavy</li>
	<li>zesvětlováním pleti</li>
	<li>zjemněním rukou a nohou</li>
	<li>nebo hydratací pleti</li>
</ul>
</div>",,21,"135,54","164,00",0,"115,209","135,5372",164,0,,,Y,,,,68,,,,"0,02",,,,01/01/2023,N,,,,,,,,,,,,,,,0,0,"0,0,0",0,0,0,,,,,,"0,0,0","0,0,0",,0,,,,,,,"0,0,0",,,,,,
40114,Gelové rukavice,,,,Tělo,,"<div class=""description"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:13px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POPIS:</h2>

<p itemprop=""description"" style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Gelové rukavice vyrobené z přírodního kaučuku vrátí pokožce rukou měkkost a pružnost, zajistí dlouhotrvající hydrataci a intenzivní výživu. Rukavice regenerují pokožku po působení negativních vlivů, změkčují pokožku a pečují o nehtovou kůžičku.<br style=""OUTLINE-WIDTH: medium !important; OUTLINE-STYLE: none !important; OUTLINE-COLOR: invert !important"" />
<br style=""OUTLINE-WIDTH: medium !important; OUTLINE-STYLE: none !important; OUTLINE-COLOR: invert !important"" />
Synergie aktivních složek rostlinného původu (jojobový olej, olivový olej, levandulový olej a vitamin E) má velmi příznivé účinky na pokožku.</p>
</div>

<div class=""instruction"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#000000; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">
<h2 style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:15px; font-stretch:inherit; line-height:15px; margin-bottom:5px; margin-left:0; margin-right:0; margin-top:15px; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">POUŽITÍ:</h2>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline"">Používejte rukavice po dobu 20-45 minut alespoň 3krát týdně. Vydrží až na 40 použití.</p>

<p style=""border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:inherit; font-size:13px; font-stretch:inherit; line-height:15px; margin-bottom:0; margin-left:0; margin-right:0; margin-top:0; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:2px; padding-left:0px; padding-right:0px; padding-top:0px; text-size-adjust:none; vertical-align:baseline""><span class=""obyom-p"" style=""-webkit-text-stroke-width:0px; background-color:#ffffff; border-bottom:0px; border-left:0px; border-right:0px; border-top:0px; color:#58595b; font-family:&quot;PT Sans&quot;,sans-serif; font-size:12px; font-stretch:inherit; font-style:normal; font-variant-caps:normal; font-variant-ligatures:normal; font-variant-numeric:inherit; font-weight:normal; letter-spacing:normal; line-height:40px; margin:0px; orphans:2; outline-color:invert !important; outline-style:none !important; outline-width:medium !important; padding-bottom:0px; padding-left:0px; padding-right:0px; padding-top:0px; text-align:left; text-decoration-color:initial; text-decoration-style:initial; text-indent:0px; text-size-adjust:none; text-transform:none; vertical-align:baseline; white-space:normal; widows:2; word-spacing:0px"">Množství: 1 pár</span></p>
</div>",,,21,"329,75","399,00",0,"280,2875","329,7521",399,0,,,Y,,,,69,,,,,,,,01/01/2023,N,,,,,,,,,,,,,,,0,,5,,,,,,,,,,,,,,,,,,,5,,,,,,
